# Simulation 2 (Up to date),,,,,,,,,,,,,,vlookup value due max AoA,0,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 456 data points written for 54 variables.,,,,,,,,,,,,,,powered flight max,8.753,0.000178,19.121,3.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Tiempo (s),Altitud (m),Velocidad vertical (m/s),Aceleración vertical (m/s²),Velocidad total (m/s),Aceleración total (m/s²),Posición al este del lanzamiento (m),Posición al norte del lanzamiento (m),Distancia lateral (m),Dirección lateral (°),Velocidad horizontal (m/s),Aceleración horizontal (m/s²),Latitud (°),Longitud (°),Aceleración gravitacional (m/s²),Ángulo de ataque (°),Tasa de rotación (°/s),Tasa de cabeceo (°/s),Tasa de guiñada (°/s),Masa (g),Masa del propulsor (g),Momento de inercia longitudinal (kg·m²),Momento de inercia rotacional (kg·m²),Situación del CP (cm),Situación del CG (cm),Margen de estabilidad en Calibres (​),Número Mach (​),Número de Reynolds (​),Empuje (N),Fuerza de rozamiento (N),Coeficiente de rozamiento (​),Coeficiente de rozamiento axial (​),Coeficiente de rozamiento por fricción (​),Presión del Coeficiente de rozamiento (​),Coeficiente de rozamiento base (​),Coeficiente de rozamiento normal (​),Coeficiente del momento del cabeceo (​),Coeficiente del momento de guiñada (​),Coeficiente de la fuerza lateral (​),Coeficiente del momento de rotación (​),Coeficiente de la fuerza de rotación (​),Coeficiente de amortiguación de la rotación (​),Coeficiente de amortiguación del cabeceo (​),Aceleración Coriolis (m/s²),Longitud de referencia  (cm),Área de referencia (cm²),Orientación vertical (zenit) (°),Orientación lateral (azimut) (°),Velocidad del viento (m/s),Temperatura del aire (°C),Presión del aire (mbar),Velocidad del sonido (m/s),Intervalos de tiempo en la Simulación (s),Cálculo del tiempo (s)
# Event IGNITION occurred at t=0 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Event LAUNCH occurred at t=0 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.227,82.674,127.238,75.792,127.412,76.029,2.878,-1.82E-05,2.878,-3.62E-04,6.652,5.989,20,-103.6,9.782,0.039,-3.35E-05,-14.666,0.113,3191.422,311.19,0.153,0.003,75.772,61.466,1.788,0.381,8.47E+06,294.712,20.933,0.48,0.48,0.276,0.066,0.139,0.006,0.012,-4.25E-05,0,0,0,0,-0.001,0.017,8,50.265,85.942,0.005,2.48,5.688,852.722,334.746,0.031,0.014
1.273,88.602,130.592,72.762,130.773,72.861,3.189,-1.26E-06,3.189,-2.26E-05,6.869,3.793,20,-103.6,9.782,0.587,-1.12E-04,-9.647,0.029,3184.772,304.54,0.152,0.003,75.368,61.41,1.745,0.391,8.68E+06,285.246,22.108,0.482,0.482,0.275,0.066,0.14,0.086,0.151,3.53E-04,0,0,0,0,-5.11E-04,0.018,8,50.265,86.535,-0.001,2.471,5.649,852.091,334.722,0.046,0.014
1.291,90.964,131.844,69.765,132.026,69.826,3.313,5.56E-06,3.313,9.62E-05,6.926,2.926,20,-103.6,9.782,0.777,4.45E-06,-4.98,-0.005,3182.169,301.937,0.152,0.003,75.232,61.389,1.73,0.395,8.77E+06,275.821,22.57,0.482,0.483,0.275,0.066,0.14,0.115,0.2,1.24E-04,0,0,0,0,-1.34E-04,0.018,8,50.265,86.667,-0.003,2.554,5.634,851.84,334.713,0.018,0.014
1.305,92.851,132.817,68.225,133,68.276,3.412,1.08E-05,3.412,1.82E-04,6.965,2.641,20,-103.6,9.782,0.826,-7.41E-06,-0.767,0.01,3180.107,299.875,0.152,0.003,75.201,61.372,1.729,0.398,8.83E+06,271.07,22.92,0.482,0.483,0.275,0.066,0.141,0.122,0.212,2.03E-04,0,0,0,0,-3.13E-06,0.018,8,50.265,86.708,-0.003,2.601,5.621,851.639,334.706,0.014,0.014
1.319,94.616,133.704,66.972,133.888,67.023,3.505,1.56E-05,3.505,2.55E-04,6.999,2.62,20,-103.6,9.782,0.803,-3.26E-06,3.236,0.009,3178.27,298.038,0.152,0.003,75.224,61.356,1.734,0.401,8.89E+06,267.258,23.233,0.483,0.483,0.275,0.067,0.141,0.119,0.206,1.82E-04,0,0,0,0,5.48E-05,0.018,8,50.265,86.691,-0.005,2.613,5.61,851.451,334.699,0.013,0.015
1.332,96.411,134.589,66.099,134.773,66.159,3.598,2.03E-05,3.598,3.23E-04,7.035,2.814,20,-103.6,9.782,0.727,-4.23E-06,7.097,-0.002,3176.475,296.243,0.152,0.003,75.287,61.341,1.743,0.403,8.94E+06,264.692,23.544,0.483,0.484,0.275,0.067,0.141,0.107,0.187,1.77E-04,0,0,0,0,2.60E-04,0.018,8,50.265,86.621,-0.005,2.625,5.598,851.26,334.691,0.013,0.015
1.346,98.378,135.54,65.216,135.724,65.296,3.701,2.51E-05,3.701,3.89E-04,7.078,3.228,20,-103.6,9.782,0.591,-1.88E-05,10.765,8.80E-04,3174.52,294.288,0.152,0.003,75.394,61.325,1.759,0.406,9.01E+06,262.145,23.875,0.483,0.484,0.275,0.067,0.141,0.087,0.152,-4.52E-04,0,0,0,0,5.90E-04,0.019,8,50.265,86.49,-0.004,2.638,5.586,851.051,334.684,0.015,0.015
1.364,100.784,136.676,64.177,136.862,64.297,3.827,3.08E-05,3.827,4.60E-04,7.141,3.935,20,-103.6,9.782,0.375,-1.45E-05,14.066,0.017,3172.148,291.916,0.151,0.003,75.566,61.305,1.783,0.409,9.08E+06,259.205,24.275,0.484,0.484,0.275,0.067,0.142,0.055,0.096,9.43E-05,0,0,0,0,9.91E-04,0.019,8,50.265,86.268,-0.004,2.671,5.57,850.795,334.674,0.018,0.015
1.391,104.431,138.343,62.708,138.533,62.925,4.018,3.86E-05,4.018,5.51E-04,7.261,5.227,20,-103.6,9.782,0.003,-2.63E-05,-15.597,3.218,3168.589,288.357,0.151,0.003,75.866,61.275,1.824,0.414,9.19E+06,255.175,24.882,0.484,0.484,0.275,0.067,0.142,4.80E-04,0.002,-3.69E-04,0,0,0,0,-0.001,0.019,8,50.265,85.859,-0.006,2.727,5.546,850.407,334.66,0.027,0.015
1.43,109.982,140.739,59.986,140.939,60.392,4.311,4.84E-05,4.311,6.43E-04,7.506,6.986,20,-103.6,9.782,0.527,1.14E-05,-10.835,0.022,3163.604,283.372,0.151,0.003,75.475,61.233,1.78,0.422,9.34E+06,247.596,25.802,0.485,0.485,0.275,0.067,0.143,0.077,0.138,4.58E-05,0,0,0,0,-5.55E-04,0.019,8,50.265,85.294,-0.004,2.686,5.51,849.817,334.638,0.04,0.016
1.447,112.348,141.698,57.319,141.903,57.801,4.438,5.20E-05,4.438,6.71E-04,7.627,7.45,20,-103.6,9.782,0.702,-5.21E-07,-6.426,0.007,3161.528,281.295,0.151,0.003,75.349,61.215,1.767,0.425,9.40E+06,239.568,26.187,0.485,0.486,0.275,0.067,0.143,0.104,0.183,2.35E-04,0,0,0,0,-1.92E-04,0.019,8,50.265,85.147,-0.002,2.653,5.495,849.565,334.629,0.017,0.016
1.46,114.228,142.437,55.898,142.647,56.399,4.54,5.47E-05,4.54,6.90E-04,7.725,7.499,20,-103.6,9.782,0.733,1.63E-06,-2.28,-0.003,3159.888,279.656,0.151,0.003,75.331,61.201,1.766,0.427,9.45E+06,235.29,26.475,0.486,0.486,0.275,0.067,0.144,0.109,0.191,-4.60E-04,0,0,0,0,-2.40E-05,0.02,8,50.265,85.09,-0.001,2.677,5.483,849.365,334.621,0.013,0.016
1.473,116.028,143.127,54.688,143.34,55.179,4.638,5.72E-05,4.638,7.07E-04,7.818,7.345,20,-103.6,9.782,0.705,-9.72E-07,1.702,0.013,3158.326,278.094,0.15,0.003,75.356,61.188,1.771,0.429,9.50E+06,231.605,26.739,0.486,0.487,0.274,0.067,0.144,0.104,0.185,-4.38E-04,0,0,0,0,1.32E-05,0.02,8,50.265,85.086,-4.56E-04,2.713,5.471,849.174,334.614,0.013,0.016
1.486,117.878,143.818,53.537,144.035,53.993,4.739,5.98E-05,4.739,7.23E-04,7.91,7.004,20,-103.6,9.782,0.627,-5.77E-06,5.518,0.011,3156.78,276.548,0.15,0.003,75.419,61.175,1.781,0.431,9.54E+06,228.047,27,0.486,0.487,0.274,0.067,0.144,0.093,0.165,4.90E-04,0,0,0,0,1.38E-04,0.02,8,50.265,85.134,0.001,2.75,5.459,848.977,334.607,0.013,0.017
1.5,119.948,144.573,52.594,144.794,52.988,4.853,6.28E-05,4.853,7.41E-04,8.007,6.456,20,-103.6,9.782,0.489,-3.50E-06,9.125,0.002,3155.154,274.922,0.15,0.003,75.529,61.161,1.796,0.433,9.59E+06,225.108,27.284,0.486,0.487,0.274,0.068,0.144,0.072,0.129,3.14E-04,0,0,0,0,3.73E-04,0.02,8,50.265,85.24,0.002,2.791,5.445,848.757,334.599,0.014,0.017
1.518,122.587,145.511,51.558,145.738,51.861,5,6.68E-05,5,7.66E-04,8.116,5.596,20,-103.6,9.782,0.273,-2.64E-05,12.272,0.012,3153.094,272.862,0.15,0.003,75.701,61.144,1.82,0.436,9.65E+06,221.847,27.638,0.487,0.487,0.274,0.068,0.145,0.04,0.072,-4.45E-04,0,0,0,0,6.65E-04,0.02,8,50.265,85.438,0.003,2.801,5.428,848.476,334.588,0.018,0.017
1.546,126.578,146.881,50.111,147.112,50.281,5.223,7.36E-05,5.223,8.08E-04,8.247,4.131,20,-103.6,9.782,0.097,2.50E-05,-13.212,0.038,3150.002,269.77,0.15,0.003,75.848,61.118,1.841,0.44,9.74E+06,217.29,28.174,0.487,0.487,0.274,0.068,0.145,0.014,0.027,3.92E-04,0,0,0,0,-7.57E-04,0.02,8,50.265,85.799,0.008,2.817,5.402,848.051,334.573,0.027,0.017
1.587,132.631,148.828,47.37,149.063,47.433,5.564,8.71E-05,5.564,8.97E-04,8.37,2.452,20,-103.6,9.782,0.479,1.78E-04,-6.531,-0.031,3145.683,265.451,0.149,0.003,75.565,61.081,1.811,0.446,9.86E+06,208.87,28.966,0.488,0.488,0.274,0.068,0.146,0.07,0.128,3.19E-04,0,0,0,0,-1.80E-04,0.02,8,50.265,86.233,0.015,2.785,5.363,847.408,334.549,0.041,0.018
1.603,134.995,149.509,43.282,149.745,43.318,5.697,9.36E-05,5.697,9.42E-04,8.4,1.776,20,-103.6,9.782,0.579,2.61E-05,-2.395,-0.002,3144.131,263.899,0.149,0.003,75.493,61.067,1.803,0.448,9.91E+06,196.112,29.253,0.488,0.489,0.274,0.068,0.146,0.085,0.154,-3.08E-04,0,0,0,0,-2.40E-05,0.021,8,50.265,86.305,0.016,2.777,5.348,847.156,334.54,0.016,0.018
1.617,137.104,150.084,40.847,150.32,40.877,5.815,1.00E-04,5.815,9.87E-04,8.422,1.582,20,-103.6,9.782,0.586,2.37E-05,1.674,0.005,3142.752,262.52,0.149,0.003,75.492,61.056,1.805,0.45,9.94E+06,188.595,29.484,0.488,0.489,0.274,0.068,0.146,0.087,0.156,-1.71E-04,0,0,0,0,1.16E-05,0.021,8,50.265,86.31,0.015,2.801,5.334,846.932,334.531,0.014,0.018
1.63,139.184,150.618,38.564,150.854,38.598,5.932,1.07E-04,5.932,0.001,8.443,1.607,20,-103.6,9.782,0.537,2.90E-05,5.562,0.016,3141.397,261.165,0.149,0.003,75.533,61.044,1.811,0.452,9.98E+06,181.582,29.695,0.489,0.489,0.274,0.068,0.147,0.079,0.144,4.99E-04,0,0,0,0,1.28E-04,0.021,8,50.265,86.259,0.013,2.824,5.32,846.711,334.523,0.014,0.018
1.645,141.446,151.161,36.195,151.398,36.242,6.058,1.16E-04,6.058,0.001,8.467,1.846,20,-103.6,9.782,0.429,4.05E-05,9.2,0.015,3139.929,259.697,0.149,0.003,75.619,61.031,1.823,0.453,1.00E+07,174.342,29.906,0.489,0.489,0.274,0.068,0.147,0.063,0.114,-2.67E-05,0,0,0,0,3.47E-04,0.021,8,50.265,86.147,0.01,2.85,5.306,846.47,334.514,0.015,0.019
1.664,144.267,151.78,33.113,152.018,33.199,6.216,1.27E-04,6.216,0.001,8.505,2.392,20,-103.6,9.782,0.219,-2.58E-06,12.289,-0.009,3138.469,258.236,0.149,0.003,75.786,61.019,1.846,0.455,1.01E+07,164.968,30.143,0.489,0.489,0.274,0.068,0.147,0.032,0.059,-2.12E-05,0,0,0,0,6.13E-04,0.021,8,50.265,85.943,0.005,2.837,5.287,846.17,334.503,0.019,0.019
1.692,148.518,152.569,27.968,152.81,28.162,6.455,1.44E-04,6.455,0.001,8.58,3.304,20,-103.6,9.782,0.143,-2.22E-05,-12.569,0.021,3136.453,256.221,0.149,0.003,75.85,61.002,1.856,0.457,1.01E+07,149.312,30.458,0.489,0.489,0.274,0.068,0.147,0.021,0.04,2.11E-04,0,0,0,0,-6.35E-04,0.021,8,50.265,85.581,0.001,2.797,5.26,845.718,334.486,0.028,0.019
1.734,154.93,153.432,20.269,153.68,20.642,6.818,1.69E-04,6.818,0.001,8.729,3.907,20,-103.6,9.782,0.481,5.74E-05,-4.462,-0.022,3133.429,253.197,0.148,0.003,75.595,60.976,1.827,0.46,1.02E+07,125.684,30.823,0.49,0.49,0.274,0.068,0.148,0.071,0.129,2.67E-04,0,0,0,0,-7.91E-05,0.021,8,50.265,85.193,-0.005,2.749,5.218,845.061,334.461,0.042,0.019
1.748,157.15,153.637,14.567,153.888,15.03,6.944,1.78E-04,6.944,0.001,8.781,3.701,20,-103.6,9.782,0.556,5.17E-05,-0.467,-0.014,3132.723,252.49,0.148,0.003,75.54,60.97,1.821,0.461,1.02E+07,107.913,30.919,0.49,0.49,0.274,0.068,0.148,0.082,0.149,1.44E-04,0,0,0,0,-8.65E-07,0.021,8,50.265,85.157,-0.006,2.734,5.204,844.836,334.452,0.014,0.02
1.762,159.261,153.809,12.467,154.062,12.911,7.065,1.85E-04,7.065,0.002,8.829,3.358,20,-103.6,9.782,0.503,4.81E-05,3.407,-0.005,3132.077,251.845,0.148,0.003,75.581,60.964,1.827,0.461,1.02E+07,101.313,30.981,0.49,0.49,0.274,0.068,0.148,0.074,0.135,-3.42E-04,0,0,0,0,4.59E-05,0.021,8,50.265,85.178,-0.007,2.787,5.19,844.623,334.444,0.014,0.02
1.777,161.587,153.965,10.342,154.22,10.714,7.199,1.93E-04,7.199,0.002,8.874,2.799,20,-103.6,9.782,0.386,4.53E-05,6.966,-0.002,3131.366,251.134,0.148,0.003,75.672,60.958,1.839,0.462,1.02E+07,94.566,31.035,0.49,0.49,0.274,0.068,0.148,0.057,0.104,4.45E-04,0,0,0,0,1.91E-04,0.021,8,50.265,85.258,-0.006,2.856,5.175,844.387,334.435,0.015,0.02
1.797,164.626,154.119,7.797,154.377,8.024,7.374,2.03E-04,7.374,0.002,8.919,1.895,20,-103.6,9.782,0.172,5.12E-05,9.836,-0.014,3130.439,250.207,0.148,0.003,75.839,60.95,1.861,0.462,1.02E+07,86.419,31.084,0.49,0.49,0.274,0.068,0.148,0.025,0.046,3.87E-04,0,0,0,0,3.81E-04,0.021,8,50.265,85.428,-0.005,2.946,5.155,844.08,334.423,0.02,0.02
1.827,169.188,154.246,4.193,154.506,4.246,7.639,2.16E-04,7.639,0.002,8.952,0.67,20,-103.6,9.782,0.119,-4.11E-05,-9.935,0.009,3129.181,248.949,0.148,0.003,75.881,60.939,1.868,0.463,1.02E+07,74.894,31.121,0.49,0.49,0.274,0.068,0.148,0.017,0.033,-3.75E-04,0,0,0,0,-3.88E-04,0.021,8,50.265,85.736,-6.69E-04,2.901,5.125,843.618,334.405,0.03,0.021
1.871,176.033,154.201,-1.17,154.46,1.298,8.036,2.37E-04,8.036,0.002,8.939,0.561,20,-103.6,9.782,0.382,3.58E-05,-3.058,-0.038,3127.993,247.761,0.148,0.003,75.677,60.929,1.843,0.462,1.02E+07,57.849,31.091,0.49,0.49,0.274,0.068,0.148,0.056,0.104,-4.87E-04,0,0,0,0,-3.68E-05,0.021,8,50.265,86.051,0.013,2.859,5.081,842.925,334.378,0.044,0.021
1.889,178.758,154.1,-5.684,154.358,5.781,8.194,2.47E-04,8.194,0.002,8.92,1.059,20,-103.6,9.782,0.442,6.41E-05,1.029,-0.019,3127.52,247.287,0.148,0.003,75.63,60.925,1.838,0.462,1.02E+07,43.615,31.048,0.49,0.49,0.274,0.068,0.148,0.065,0.119,-7.11E-05,0,0,0,0,4.17E-06,0.021,8,50.265,86.068,0.017,2.869,5.063,842.649,334.367,0.018,0.021
1.906,181.387,153.96,-8.206,154.217,8.273,8.346,2.57E-04,8.346,0.002,8.9,1.051,20,-103.6,9.782,0.383,5.04E-05,4.857,-0.034,3127.086,246.854,0.148,0.003,75.674,60.921,1.844,0.462,1.02E+07,35.669,30.975,0.49,0.49,0.274,0.068,0.148,0.056,0.103,-3.43E-05,0,0,0,0,9.31E-05,0.021,8,50.265,86.016,0.02,2.856,5.046,842.383,334.357,0.017,0.021
1.925,184.421,153.766,-9.855,154.022,9.88,8.521,2.69E-04,8.521,0.002,8.882,0.703,20,-103.6,9.782,0.23,3.75E-05,8.038,-0.052,3126.831,246.599,0.148,0.003,75.792,60.919,1.859,0.461,1.02E+07,30.495,30.872,0.49,0.49,0.274,0.068,0.148,0.034,0.062,3.61E-04,0,0,0,0,2.56E-04,0.021,8,50.265,85.886,0.02,2.794,5.026,842.076,334.345,0.02,0.022
1.955,188.964,153.435,-11.233,153.692,11.233,8.784,2.91E-04,8.784,0.002,8.871,0.039,20,-103.6,9.782,0.059,1.72E-05,-9.131,-0.152,3126.448,246.216,0.148,0.003,75.923,60.915,1.876,0.46,1.01E+07,26.205,30.711,0.49,0.49,0.274,0.068,0.148,0.009,0.017,-1.14E-05,0,0,0,0,-3.31E-04,0.021,8,50.265,85.616,0.018,2.71,4.997,841.616,334.327,0.03,0.023
1.999,195.759,152.85,-13.251,153.108,13.268,9.178,3.29E-04,9.178,0.002,8.89,0.674,20,-103.6,9.782,0.334,6.13E-06,-3.417,-0.027,3125.935,245.703,0.148,0.003,75.704,60.911,1.849,0.459,1.01E+07,19.823,30.453,0.489,0.49,0.274,0.068,0.147,0.049,0.09,9.84E-06,0,0,0,0,-4.67E-05,0.021,8,50.265,85.305,0.005,2.657,4.953,840.929,334.3,0.044,0.023
2.02,198.863,152.55,-14.702,152.81,14.72,9.359,3.48E-04,9.359,0.002,8.904,0.722,20,-103.6,9.782,0.394,6.26E-05,0.443,-0.033,3125.804,245.572,0.148,0.003,75.656,60.91,1.843,0.458,1.01E+07,15.19,30.324,0.489,0.49,0.274,0.068,0.147,0.058,0.107,-4.18E-04,0,0,0,0,7.88E-07,0.021,8,50.265,85.272,-9.11E-04,2.651,4.932,840.614,334.288,0.02,0.024
2.039,201.819,152.251,-15.406,152.512,15.414,9.531,3.65E-04,9.531,0.002,8.916,0.498,20,-103.6,9.782,0.338,6.26E-05,4.202,-0.036,3125.68,245.448,0.148,0.003,75.698,60.909,1.849,0.457,1.00E+07,12.802,30.186,0.489,0.489,0.274,0.068,0.147,0.049,0.091,-4.54E-04,0,0,0,0,7.12E-05,0.021,8,50.265,85.32,-0.005,2.646,4.913,840.315,334.276,0.019,0.024
2.062,205.286,151.882,-16.127,152.144,16.127,9.735,3.84E-04,9.735,0.002,8.922,0.05,20,-103.6,9.782,0.2,2.68E-05,7.317,-0.047,3125.533,245.301,0.148,0.003,75.802,60.907,1.862,0.456,1.00E+07,10.265,30.015,0.489,0.489,0.274,0.068,0.147,0.029,0.054,4.16E-04,0,0,0,0,2.17E-04,0.021,8,50.265,85.456,-0.008,2.618,4.891,839.964,334.263,0.023,0.024
2.096,210.471,151.299,-17.01,151.561,17.026,10.04,4.11E-04,10.04,0.002,8.908,0.738,20,-103.6,9.782,0.063,-3.18E-05,-8.287,-0.05,3125.409,245.177,0.148,0.003,75.905,60.906,1.875,0.454,9.97E+06,7.06,29.752,0.489,0.489,0.274,0.068,0.147,0.009,0.017,-1.10E-04,0,0,0,0,-2.81E-04,0.021,8,50.265,85.743,-0.008,2.547,4.857,839.439,334.242,0.034,0.024
2.146,218.013,150.394,-18.03,150.654,18.082,10.484,4.47E-04,10.484,0.002,8.846,1.372,20,-103.6,9.782,0.276,2.69E-05,-2.646,0.008,3125.314,245.082,0.148,0.003,75.733,60.906,1.853,0.451,9.90E+06,3.35,29.358,0.488,0.489,0.274,0.068,0.146,0.04,0.074,3.95E-04,0,0,0,0,-2.90E-05,0.021,8,50.265,86.05,-5.74E-04,2.388,4.808,838.676,334.212,0.05,0.025
# Event BURNOUT occurred at t=2.16 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.16,220.105,150.131,-18.863,150.39,18.929,10.607,4.56E-04,10.607,0.002,8.824,1.577,20,-103.6,9.782,0.332,5.50E-05,-0.597,-0.019,3125.288,245.056,0.148,0.003,75.687,60.905,1.848,0.45,9.88E+06,0.599,29.245,0.488,0.489,0.274,0.068,0.146,0.049,0.09,4.57E-04,0,0,0,0,-1.48E-06,0.021,8,50.265,86.074,0.003,2.354,4.794,838.464,334.204,0.014,0.025
2.181,223.236,149.734,-19.006,149.992,19.063,10.791,4.71E-04,10.791,0.003,8.792,1.469,20,-103.6,9.782,0.291,4.75E-05,2.692,-0.028,3125.288,245.056,0.148,0.003,75.717,60.905,1.851,0.449,9.85E+06,0,29.069,0.488,0.488,0.274,0.068,0.146,0.043,0.078,-3.74E-04,0,0,0,0,3.03E-05,0.021,8,50.265,86.051,0.009,2.31,4.774,838.147,334.192,0.021,0.025
2.208,227.322,149.215,-18.956,149.472,18.989,11.03,4.91E-04,11.03,0.003,8.756,1.115,20,-103.6,9.782,0.161,8.63E-05,5.657,-0.03,3125.288,245.056,0.148,0.003,75.815,60.905,1.864,0.448,9.81E+06,0,28.839,0.488,0.488,0.274,0.068,0.146,0.023,0.044,-2.74E-04,0,0,0,0,1.35E-04,0.02,8,50.265,85.93,0.016,2.277,4.747,837.734,334.176,0.027,0.025
2.249,233.424,148.439,-18.894,148.695,18.9,11.389,5.25E-04,11.389,0.003,8.724,0.505,20,-103.6,9.782,0.076,-9.44E-05,-6.168,0.013,3125.288,245.056,0.148,0.003,75.876,60.905,1.871,0.445,9.76E+06,0,28.507,0.488,0.488,0.274,0.068,0.146,0.011,0.021,-4.73E-04,0,0,0,0,-1.62E-04,0.02,8,50.265,85.659,0.012,2.314,4.708,837.116,334.152,0.041,0.025
2.299,240.822,147.496,-18.799,147.753,18.799,11.825,5.69E-04,11.825,0.003,8.714,0.114,20,-103.6,9.782,0.23,-2.51E-05,-1.658,-0.007,3125.288,245.056,0.148,0.003,75.749,60.905,1.855,0.443,9.69E+06,0,28.113,0.487,0.488,0.274,0.068,0.145,0.033,0.062,2.42E-05,0,0,0,0,-1.18E-05,0.02,8,50.265,85.438,-0.001,2.369,4.66,836.367,334.123,0.05,0.026
2.33,245.426,146.909,-18.727,147.167,18.727,12.097,5.97E-04,12.097,0.003,8.714,0.022,20,-103.6,9.781,0.265,1.09E-05,2.259,-0.024,3125.288,245.056,0.148,0.003,75.718,60.905,1.852,0.441,9.65E+06,0,27.866,0.487,0.487,0.274,0.068,0.145,0.039,0.071,-3.84E-04,0,0,0,0,2.21E-05,0.02,8,50.265,85.448,-0.009,2.284,4.63,835.901,334.105,0.031,0.026
2.362,249.976,146.33,-18.622,146.589,18.625,12.367,6.22E-04,12.367,0.003,8.71,0.326,20,-103.6,9.781,0.143,3.15E-05,5.55,0.011,3125.288,245.056,0.148,0.003,75.809,60.905,1.863,0.439,9.61E+06,0,27.618,0.487,0.487,0.274,0.068,0.145,0.021,0.038,3.62E-06,0,0,0,0,1.35E-04,0.02,8,50.265,85.579,-0.006,2.238,4.6,835.441,334.087,0.031,0.026
2.408,256.768,145.467,-18.455,145.725,18.483,12.772,6.58E-04,12.772,0.003,8.677,1.029,20,-103.6,9.781,0.145,-1.80E-05,-4.788,0.023,3125.288,245.056,0.148,0.003,75.802,60.905,1.862,0.437,9.55E+06,0,27.26,0.487,0.487,0.274,0.068,0.145,0.021,0.039,-1.36E-04,0,0,0,0,-1.01E-04,0.02,8,50.265,85.859,0.01,2.278,4.556,834.753,334.06,0.047,0.026
2.458,264.018,144.548,-18.313,144.804,18.362,13.205,6.99E-04,13.205,0.003,8.611,1.344,20,-103.6,9.781,0.278,7.70E-05,0.86,-0.054,3125.288,245.056,0.148,0.003,75.693,60.905,1.848,0.434,9.48E+06,0,26.886,0.486,0.486,0.274,0.068,0.144,0.041,0.075,-3.73E-04,0,0,0,0,3.31E-06,0.02,8,50.265,85.98,0.027,2.35,4.509,834.02,334.031,0.05,0.027
2.485,267.964,144.048,-18.252,144.303,18.296,13.439,7.26E-04,13.439,0.003,8.573,1.267,20,-103.6,9.781,0.25,4.91E-05,4.426,-0.041,3125.288,245.056,0.148,0.003,75.711,60.905,1.851,0.433,9.44E+06,0,26.68,0.486,0.486,0.274,0.067,0.144,0.036,0.067,-8.66E-05,0,0,0,0,8.83E-05,0.02,8,50.265,85.903,0.033,2.377,4.483,833.62,334.016,0.027,0.027
2.52,272.987,143.411,-18.206,143.665,18.22,13.738,7.65E-04,13.738,0.003,8.538,0.699,20,-103.6,9.781,0.018,3.57E-05,6.715,-0.718,3125.288,245.056,0.148,0.003,75.888,60.905,1.873,0.431,9.40E+06,0,26.412,0.486,0.486,0.274,0.067,0.144,0.003,0.005,4.57E-04,0,0,0,0,2.05E-04,0.02,8,50.265,85.692,0.031,2.3,4.451,833.112,333.996,0.035,0.027
2.57,280.135,142.502,-18.141,142.757,18.141,14.165,8.31E-04,14.165,0.003,8.525,0.045,20,-103.6,9.781,0.255,4.61E-05,-2.494,-0.079,3125.288,245.056,0.148,0.003,75.698,60.905,1.849,0.428,9.33E+06,0,26.046,0.486,0.486,0.275,0.067,0.144,0.037,0.069,-4.27E-04,0,0,0,0,-2.86E-05,0.02,8,50.265,85.418,0.012,2.154,4.404,832.388,333.968,0.05,0.028
2.601,284.443,141.953,-18.081,142.209,18.082,14.423,8.73E-04,14.423,0.003,8.528,0.082,20,-103.6,9.781,0.309,2.77E-05,1.077,-0.022,3125.288,245.056,0.148,0.003,75.652,60.905,1.843,0.426,9.29E+06,0,25.827,0.485,0.486,0.275,0.067,0.144,0.045,0.083,4.87E-04,0,0,0,0,5.38E-06,0.019,8,50.265,85.39,-0.004,2.136,4.376,831.952,333.951,0.03,0.029
2.63,288.537,141.432,-17.993,141.689,17.993,14.67,9.12E-04,14.67,0.004,8.528,0.167,20,-103.6,9.781,0.204,1.27E-05,4.477,-0.061,3125.288,245.056,0.148,0.003,75.73,60.905,1.853,0.425,9.26E+06,0,25.616,0.485,0.485,0.275,0.067,0.143,0.03,0.055,1.00E-04,0,0,0,0,9.37E-05,0.019,8,50.265,85.477,-0.016,2.155,4.35,831.538,333.935,0.029,0.029
2.673,294.649,140.656,-17.846,140.913,17.862,15.039,9.65E-04,15.039,0.004,8.507,0.764,20,-103.6,9.781,0.058,6.14E-06,-5.469,-0.181,3125.288,245.056,0.148,0.003,75.84,60.905,1.867,0.422,9.20E+06,0,25.305,0.485,0.485,0.275,0.067,0.143,0.008,0.015,-2.54E-06,0,0,0,0,-1.41E-04,0.019,8,50.265,85.723,-0.021,2.185,4.31,830.919,333.911,0.043,0.029
